name,nodes,edges,density,limit,has_leafs,int_only
g000689,6995,18418379,0.7529533228011429,639.369,False,True
g000690,320,640,0.012539184952978056,0.100,True,True
g000691,15,45,0.42857142857142855,0.001,False,True
g000692,100,495,0.1,0.016,False,True
g000693,125,375,0.04838709677419355,0.016,False,True
g000694,544,63788,0.43188711948867947,1.588,False,False
g000695,2433,240867,0.08141447368421052,19.506,False,False
g000696,160,12720,1.0,0.102,False,True
g000697,665,957,0.0043346317601232,0.361,True,False
g000699,20,30,0.15789473684210525,0.001,False,True
g000700,945,222532,0.49890592771948705,7.245,False,False
g000701,501,87070,0.6951696606786427,1.904,False,False
g000702,178,251,0.015933472989271884,0.031,True,True
g000703,160,812,0.06383647798742138,0.039,False,True
g000705,450,17343,0.17167037861915369,0.397,False,True
g000706,659,11203,0.05167173252279635,0.595,False,True
g000707,1000,3000,0.006006006006006006,0.575,False,True
g000708,1026,232708,0.44255788522797507,7.303,False,False
g000709,1199,2078,0.002893340443691947,1.049,True,True
g000710,122,194,0.026283701395474868,0.016,False,True
g000711,150,3227,0.28876957494407157,0.077,False,True
g000712,640,1280,0.006259780907668232,0.334,True,True
g000713,75,94,0.033873873873873875,0.007,True,True
g000714,500,12500,0.10020040080160321,0.532,False,True
g000715,665,97655,0.4423181447594891,2.634,False,False
g000716,1000,8067,0.01615015015015015,1.032,False,True
g000717,157,3540,0.28907398334149925,0.081,False,True
g000718,853,141373,0.389052171567899,4.186,False,False
g000719,862,178192,0.4801841057853734,4.241,False,False
g000720,100,4455,0.9,0.075,False,True
g000721,1442,2403,0.0023128875867332844,1.519,True,True
g000722,70,720,0.2981366459627329,0.017,False,True
g000723,200,19900,1.0,0.206,False,True
g000724,80,3160,1.0,0.026,False,True
g000725,510,13496,0.10397935205516391,0.392,False,False
g000726,6,9,0.6,0.001,False,True
g000727,3647,1509858,0.22709818979703786,33.369,False,True
g000728,6754,5639328,0.24728600863999248,366.410,False,True
g000729,142,181,0.01808011187693537,0.019,True,True
g000730,640,204480,1.0,2.828,False,True
g000731,6114,6707058,0.35890724685097336,394.771,False,True
g000732,3034,6068,0.0013188262446422684,4.447,False,True
g000733,810,63815,0.19476872834928047,2.427,False,False
g000734,2076,4072,0.001890568052557049,3.065,True,True
g000735,57,83,0.05200501253132832,0.005,True,True
g000736,4255,5829350,0.6440996708979784,92.214,False,True
g000737,83,96,0.02821040258595357,0.008,True,True
g000738,3236,648768,0.12394717083506074,46.836,False,False
g000739,1400,11100,0.011334626774226489,1.929,False,True
g000740,585,74000,0.4332045427935839,1.894,False,False
g000741,1119,2251,0.003598600206867555,0.974,True,True
g000742,173,3885,0.2611238069633015,0.085,False,True
g000743,320,51040,1.0,0.482,False,True
g000744,70,2388,0.9888198757763975,0.028,False,True
g000745,800,4694,0.014687108886107634,0.373,False,True
g000746,157,226,0.018455005716152214,0.024,True,True
g000747,3244,403108,0.07663437478731579,39.034,False,False
g000748,80,632,0.2,0.017,False,True
g000749,730,110518,0.4153484788695342,3.090,False,False
g000750,30,57,0.1310344827586207,0.002,True,True
g000751,160,2544,0.2,0.071,False,True
g000752,8017,14753,0.0004591353652928644,39.937,False,True
g000753,100,4455,0.9,0.078,False,True
g000754,80,3128,0.9898734177215189,0.051,False,True
g000755,661,64117,0.29393939393939394,1.934,False,False
g000756,3,3,1.0,0.001,False,False
g000757,200,15771,0.7925125628140703,0.299,False,True
g000758,75,150,0.05405405405405406,0.008,True,True
g000759,640,40896,0.2,1.425,False,True
g000760,132,230,0.026601896830904463,0.017,True,True
g000761,21,90,0.42857142857142855,0.002,False,False
g000762,250,31125,1.0,0.319,False,True
g000763,320,10208,0.2,0.304,False,True
g000764,4370,632131,0.06621762542732682,72.677,False,False
g000765,80,350,0.11075949367088607,0.013,False,True
g000766,1055,1473,0.0026493520508646816,0.712,True,True
g000767,1918,3018,0.0016416422296961003,2.681,True,True
g000769,320,640,0.012539184952978056,0.095,True,True
g000770,3375,10125,0.0017783046828689982,11.077,False,True
g000771,4053,5447232,0.6633761105626851,234.347,False,False
g000772,320,10208,0.2,0.309,False,True
g000773,50,124,0.10122448979591837,0.005,False,True
g000774,388,8406,0.11196355789978422,0.342,False,False
g000775,10553,20066,0.00036039610020742983,72.892,False,True
g000776,27,135,0.38461538461538464,0.003,False,True
g000777,5021,9055,0.0007184962599313957,16.876,True,True
g000778,40,240,0.3076923076923077,0.005,False,True
g000779,1334,1927,0.0021673334375572903,1.260,True,True
g000780,13,39,0.5,0.001,False,True
g000781,100,495,0.1,0.018,False,True
g000782,320,640,0.012539184952978056,0.094,True,True
g000783,888,96792,0.24577226606538896,3.512,False,False
g000784,805,42665,0.1318407960199005,2.070,False,False
g000785,3041,5693,0.0012316326000796137,6.172,False,True
g000786,693,84200,0.35115815462636274,2.509,False,False
g000787,640,40896,0.2,1.447,False,True
g000788,2342,2404777,0.8772361107513886,69.009,False,False
g000789,80,632,0.2,0.017,False,True
g000790,216,323,0.013910422049956933,0.038,True,True
g000791,25,29,0.09666666666666666,0.002,True,True
g000792,100,482,0.09737373737373738,0.018,False,True
g000793,320,1845,0.03614811912225705,0.133,False,True
g000794,3023,5575,0.0012205125802555437,6.114,True,True
g000795,940,1474,0.0033399043799424467,0.626,True,True
g000796,674,54706,0.24120704935163426,1.771,False,False
g000797,3000,24045,0.0053451150383461155,8.295,False,True
g000798,225,323,0.012817460317460318,0.044,True,True
g000799,75,150,0.05405405405405406,0.008,True,True
g000800,69,93,0.03964194373401535,0.007,True,True
g000801,399,1442,0.01816098034029798,0.157,True,True
g000802,3956,1034494,0.13223767383059418,81.350,False,False
g000803,640,960,0.004694835680751174,0.309,True,True
g000804,775,1550,0.00516795865633075,0.584,False,False
g000805,949,172718,0.38396624472573837,4.564,False,True
g000806,2500,309224,0.09899127651060424,22.065,False,True
g000807,1405,3758,0.003810161105534771,1.505,True,False
g000808,6347,1687182,0.0837767219286767,75.742,False,False
g000809,6525,9847350,0.4626524873675976,291.079,False,False
g000810,1000,150121,0.30054254254254253,4.971,False,False
g000811,728,1456,0.005502063273727648,0.554,False,False
g000812,558,13979,0.08995321840633708,0.525,False,True
g000813,207,284,0.01332020074105342,0.037,True,True
g000814,928,173670,0.40376353085593125,5.266,False,False
g000815,1000,254000,0.5085085085085085,5.195,False,True
g000816,640,40896,0.2,1.422,False,True
g000817,80,632,0.2,0.017,False,True
g000818,1099,20255,0.03357084019086734,2.142,False,True
g000819,77,95,0.032467532467532464,0.007,True,True
g000820,10,15,0.3333333333333333,0.001,False,True
g000821,11,55,1.0,0.001,False,False
g000822,60,885,0.5,0.015,False,True
g000823,45,270,0.2727272727272727,0.005,False,True
g000824,160,269,0.021147798742138364,0.023,False,True
g000825,450,5714,0.056560257362039096,0.283,False,True
g000826,217,306,0.013056835637480798,0.042,True,True
g000827,25,60,0.2,0.002,False,True
g000829,3372,1611611,0.2835593030076857,48.510,False,False
g000830,609,932,0.005034137066804944,0.265,True,True
g000831,3292,2201442,0.4063961029251322,109.679,False,False
g000832,512,2304,0.01761252446183953,0.324,False,True
g000833,2000,15835,0.007921460730365183,3.763,False,True
g000834,181,231,0.014180478821362799,0.028,True,True
g000835,80,3160,1.0,0.027,False,True
g000836,250,31125,1.0,0.321,False,True
g000837,100,495,0.1,0.018,True,True
g000838,100,180,0.03636363636363636,0.015,False,True
g000839,547,1115,0.0074666345233072836,0.249,False,True
g000840,80,641,0.20284810126582278,0.017,False,True
g000841,100,4455,0.9,0.079,False,True
g000842,250,4500,0.14457831325301204,0.153,False,False
g000843,395,512,0.006579708282464821,0.107,True,True
g000844,160,240,0.018867924528301886,0.028,True,True
g000845,2197,469984,0.1948276876979952,25.637,False,False
g000846,2000,15751,0.00787943971985993,3.770,False,True
g000847,320,1845,0.03614811912225705,0.133,False,True
g000849,320,10208,0.2,0.308,False,True
g000850,29,28,0.06896551724137931,0.002,True,True
g000851,596,127189,0.7173255879533021,2.927,False,False
g000852,2500,309740,0.09915646258503401,22.011,False,True
g000853,150,11175,1.0,0.117,False,True
g000854,80,160,0.05063291139240506,0.010,True,True
g000855,600,1200,0.00667779632721202,0.225,False,True
g000856,800,19176,0.06,0.993,False,True
g000857,983,334066,0.6921452886442226,8.965,False,False
g000859,5709,8069490,0.49525865735546093,173.777,False,False
g000860,80,350,0.11075949367088607,0.013,False,True
g000861,244,337,0.011367469473116103,0.052,True,True
g000862,500,12500,0.10020040080160321,0.622,False,False
g000863,640,1280,0.006259780907668232,0.338,True,True
g000864,1288,532579,0.6425687838731317,15.518,False,True
g000865,500,6000,0.04809619238476954,0.297,False,False
g000866,640,204480,1.0,3.408,False,True
g000867,1011,2010,0.003936892205541029,0.802,True,True
g000868,256,1024,0.03137254901960784,0.090,False,True
g000869,640,40896,0.2,1.448,False,True
g000870,3669,2268082,0.33706348661439695,43.449,False,True
g000871,200,5916,0.297286432160804,0.144,False,True
g000872,97,135,0.028994845360824743,0.010,True,True
g000873,4102,238105,0.028308254125981095,38.379,False,True
g000874,36,317,0.5031746031746032,0.005,False,True
g000875,1000,240016,0.48051251251251254,7.311,False,False
g000876,262,487,0.014243514375127957,0.061,True,True
g000878,629,152847,0.7738853503184714,3.496,False,False
g000879,100,304,0.061414141414141414,0.015,True,True
g000880,80,632,0.2,0.018,False,True
g000881,5898,13329168,0.7664734952389709,202.982,False,True
g000882,150,11175,1.0,0.118,False,True
g000883,4026,8052,0.0009937888198757764,8.756,False,True
g000884,969,193753,0.4131229264215473,5.913,False,False
g000885,60,1751,0.9892655367231639,0.021,False,True
g000886,160,2544,0.2,0.070,False,True
g000887,6262,3193620,0.16291327264015332,80.065,False,True
g000888,14,63,0.6923076923076923,0.001,False,True
g000889,35,315,0.5294117647058824,0.005,False,True
g000890,250,3114,0.10004819277108434,0.119,False,True
g000891,100,4950,1.0,0.062,False,False
g000892,534,3204,0.0225140712945591,0.268,False,False
g000893,800,19176,0.06,0.986,False,True
g000894,673,39034,0.17261904761904762,1.560,False,False
g000895,42,185,0.2148664343786295,0.006,False,True
g000896,500,12330,0.0988376753507014,0.545,False,True
g000897,120,167,0.02338935574229692,0.015,True,True
g000899,752,1264,0.004476301102076663,0.404,False,True
g000900,53,1378,1.0,0.018,False,False
g000901,10393,18043,0.00033411708167700667,74.102,True,True
g000902,1544,634112,0.5323322106521513,9.560,False,True
g000903,40,240,0.3076923076923077,0.005,False,True
g000904,640,204480,1.0,3.404,False,True
g000905,80,632,0.2,0.017,False,True
g000906,20,60,0.3157894736842105,0.002,False,False
g000907,592,71632,0.40947546531302875,1.900,False,False
g000908,640,960,0.004694835680751174,0.316,True,True
g000909,966,1666,0.0035743786138019073,0.663,True,True
g000910,200,15771,0.7925125628140703,0.298,False,True
g000912,100,4901,0.9901010101010101,0.081,False,True
g000913,25,150,0.5,0.003,False,True
g000914,496,14415,0.11742424242424243,0.184,False,True
g000915,740,46157,0.16880737300223092,1.996,False,True
g000916,640,1280,0.006259780907668232,0.335,True,True
g000917,79,316,0.10256410256410256,0.010,False,True
g000918,120,5624,0.7876750700280112,0.101,False,True
g000919,3914,3432765,0.44827384472783816,179.129,False,True
g000920,917,28427,0.06768558951965066,1.146,False,True
g000921,36711,68117,0.00010108923476078524,909.545,False,True
g000922,640,960,0.004694835680751174,0.332,True,True
g000923,80,316,0.1,0.010,False,True
g000924,300,44850,1.0,0.469,False,True
g000925,308,431,0.00911629087524853,0.088,True,True
g000926,181,264,0.016206261510128914,0.032,True,True
g000927,320,51040,1.0,0.597,False,True
g000928,640,1280,0.006259780907668232,0.334,True,True
g000929,1200,10002,0.01390325271059216,2.217,False,True
g000930,3000,6000,0.001333777925975325,8.790,False,False
g000931,822,148472,0.4400069940224816,3.576,False,True
g000932,35,315,0.5294117647058824,0.005,False,True
g000933,25,60,0.2,0.002,False,True
g000934,610,50033,0.2693639128913295,1.564,False,False
g000935,100,490,0.09898989898989899,0.018,False,True
g000936,160,812,0.06383647798742138,0.039,False,True
g000937,80,120,0.0379746835443038,0.009,True,True
g000938,1000,5916,0.011843843843843843,0.553,False,True
g000939,1000,234750,0.46996996996997,4.695,False,False
g000940,536,55208,0.3850467289719626,1.249,False,True
g000941,1273,1814,0.002240535159357137,1.174,True,True
g000942,512,1536,0.011741682974559686,0.168,False,True
g000943,8000,63812,0.0019943742967870985,57.426,False,True
g000944,13,20,0.2564102564102564,0.001,False,True
g000946,100,4901,0.9901010101010101,0.079,False,True
g000947,856,1304,0.003563425698201891,0.402,True,True
g000948,921,180516,0.4260869565217391,5.411,False,False
g000949,2744,8232,0.002187386073641998,3.995,False,True
g000950,2000,19990,0.01,3.633,False,True
g000951,625,2343,0.012015384615384615,0.312,False,True
g000952,307,559,0.011900960166911499,0.081,True,True
g000953,2000,11779,0.005892446223111556,2.673,False,True
g000954,4055,1127290,0.13714849531327084,88.319,False,False
g000955,3691,301458,0.04426764289317236,38.793,False,False
g000956,1600,12779,0.009989837398373985,2.486,False,True
g000957,1816,1463942,0.8883035400055824,44.490,False,False
g000958,2000,16062,0.008035017508754377,3.797,False,True
g000959,2778,1865914,0.48374166796940726,76.648,False,True
g000960,1711,95874,0.0655367231638418,6.347,False,False
g000961,640,204480,1.0,2.292,False,True
g000962,160,812,0.06383647798742138,0.040,False,True
g000963,104,135,0.02520537714712472,0.012,True,True
g000964,200,5908,0.29688442211055277,0.144,False,True
g000965,938,181545,0.413115850841842,3.018,False,False
g000966,640,1280,0.006259780907668232,0.345,True,True
g000967,2100,4200,0.0019056693663649356,2.066,False,True
g000968,200,1924,0.09668341708542713,0.074,False,True
g000969,2453,2581494,0.8583869403846142,91.940,False,False
g000970,320,640,0.012539184952978056,0.099,True,True
g000971,4143,652804,0.07608302555910133,81.392,False,False
g000972,1187,54999,0.078135677256848,3.514,False,False
g000973,1331,19965,0.022556390977443608,1.352,False,True
g000974,640,1280,0.006259780907668232,0.349,True,True
g000975,2548,6911,0.002129818131837314,4.860,True,False
g000976,1000,49865,0.09982982982982982,2.653,False,True
g000977,160,812,0.06383647798742138,0.040,False,True
g000978,400,3194,0.0400250626566416,0.199,False,True
g000979,643,16999,0.08235829905573078,0.751,False,True
g000980,3932,6137,0.0007940897056110066,10.728,True,True
g000981,110,188,0.03135946622185154,0.014,False,True
g000982,80,350,0.11075949367088607,0.013,False,True
g000983,5646,9441435,0.5924656599418857,354.163,False,True
g000984,4310,5655060,0.6089946095664446,241.368,False,False
g000985,1726,4425,0.0029724419366214923,2.125,True,False
g000986,6212,3168120,0.16422476251811302,267.131,False,False
g000987,80,632,0.2,0.018,False,True
g000988,100,317,0.06404040404040404,0.015,False,True
g000989,2319,2318,0.0008624407072013799,2.874,True,True
g000990,80,3128,0.9898734177215189,0.051,False,True
g000991,450,9757,0.0965800544419698,0.441,False,True
g000992,2500,309140,0.09896438575430172,22.035,False,True
g000993,95,755,0.1690929451287794,0.020,False,True
g000994,100,4906,0.9911111111111112,0.072,False,True
g000995,6810,151472,0.006533289597490063,74.665,False,True
g000996,80,120,0.0379746835443038,0.009,True,True
g000997,250,3035,0.09751004016064257,0.119,False,True
g000998,4636,6494255,0.6044580521280388,109.005,False,True
g000999,100,4903,0.9905050505050506,0.058,False,True
g001000,640,1280,0.006259780907668232,0.345,True,True
g001001,552,1104,0.007259528130671506,0.336,False,False
g001002,6227,5274123,0.27207727392151654,462.837,False,True
g001003,640,960,0.004694835680751174,0.318,True,True
g001004,4640,8255,0.0007670165240725186,14.836,False,True
g001005,100,4455,0.9,0.075,False,True
g001006,1000,7868,0.015751751751751752,1.022,False,True
g001007,80,160,0.05063291139240506,0.009,True,True
g001008,800,1600,0.0050062578222778474,0.696,False,False
g001009,2220,4440,0.0018026137899954935,2.739,False,True
g001010,2500,310471,0.0993904761904762,22.081,False,True
g001011,64,192,0.09523809523809523,0.009,False,True
g001012,500,12372,0.09917434869739479,0.539,False,True
g001013,625,48608,0.24927179487179488,1.574,False,False
g001014,50,63,0.05142857142857143,0.004,True,True
g001015,100,200,0.04040404040404041,0.015,False,True
g001016,640,4135,0.020222026604068858,0.487,False,True
g001017,30,435,1.0,0.006,False,False
g001018,547,59550,0.3987785523434518,0.978,False,False
g001019,100,2475,0.5,0.049,False,True
g001020,8007,14743,0.0004599709952767097,39.844,False,True
g001021,100,502,0.10141414141414141,0.018,False,True
g001022,881,142303,0.3671009183778764,3.573,False,True
g001023,1981,3633,0.0018524467287718172,2.673,False,True
g001024,2828,339360,0.08489564909798372,29.270,False,False
g001025,500,1000,0.008016032064128256,0.199,True,True
g001026,82,105,0.031616982836495035,0.008,True,True
g001027,52,1326,1.0,0.019,False,True
g001028,604,842,0.004623680713430639,0.260,True,True
g001029,938,1869,0.004253014543079693,0.658,True,True
g001030,125,736,0.09496774193548387,0.024,False,True
g001031,1000,50000,0.1001001001001001,3.212,False,False
g001032,630,76424,0.38571680924622104,1.260,False,True
g001033,640,4135,0.020222026604068858,0.487,False,True
g001034,1000,25000,0.05005005005005005,1.774,False,True
g001035,80,350,0.11075949367088607,0.013,False,True
g001036,200,15721,0.79,0.298,False,True
g001037,2070,1029989,0.4809852363974288,21.040,False,True
g001038,160,320,0.025157232704402517,0.029,True,True
g001039,364,5148,0.07792207792207792,0.218,False,False
g001040,191,302,0.016643703499586663,0.033,False,True
g001041,980,135555,0.28257697358820955,5.025,False,False
g001042,640,4135,0.020222026604068858,0.480,False,True
g001043,209,295,0.013571954361428046,0.040,True,True
g001044,1674,3348,0.002390914524805738,2.500,False,False
g001045,1831,1846,0.0011018494477322853,2.290,True,True
g001046,25,50,0.16666666666666666,0.002,False,True
g001047,640,40896,0.2,1.449,False,True
g001048,160,320,0.025157232704402517,0.029,True,True
g001049,139,202,0.021061411740173078,0.022,True,True
g001050,36,42,0.06666666666666667,0.003,True,True
g001051,40,240,0.3076923076923077,0.005,False,True
g001052,234,331,0.012141887678368365,0.050,True,True
g001053,1000,5914,0.01183983983983984,0.551,False,True
g001054,6189,7409917,0.38696577105804103,671.238,False,False
g001055,6,12,0.8,0.001,False,True
g001056,20,50,0.2631578947368421,0.002,False,True
g001057,640,960,0.004694835680751174,0.323,True,True
g001058,4098,4084157,0.48651306357673657,81.064,False,True
g001059,320,10208,0.2,0.310,False,True
g001060,669,102196,0.45736330030521916,2.582,False,False
g001061,1720,366360,0.24781849912739964,13.313,False,False
g001062,100,495,0.1,0.018,False,True
g001063,575,82314,0.49879715194667473,1.687,False,True
g001064,1200,3982,0.005535168195718655,1.300,True,True
g001065,400,760,0.009523809523809525,0.175,False,True
g001066,6216,9243192,0.47851971037811747,298.420,False,False
g001067,32,45,0.0907258064516129,0.002,True,True
g001069,640,960,0.004694835680751174,0.321,True,True
g001070,3581,891669,0.13910614525139664,23.191,False,True
g001071,343,1029,0.017543859649122806,0.136,False,True
g001072,80,120,0.0379746835443038,0.009,True,True
g001073,400,800,0.010025062656641603,0.167,False,True
g001074,8062,14798,0.00045540867974229373,40.462,False,True
g001075,27019,39407,0.00010796448087757318,484.936,True,True
g001076,1000,5000,0.01001001001001001,0.918,False,True
g001077,640,204480,1.0,3.394,False,True
g001078,4000,31880,0.003985996499124781,14.628,False,True
g001079,35,315,0.5294117647058824,0.005,False,True
g001080,120,5672,0.7943977591036414,0.101,False,True
g001081,200,15659,0.7868844221105528,0.295,False,True
g001082,5928,351382,0.02000167580961983,76.375,False,False
g001083,6000,47915,0.002662388175807079,32.358,False,True
g001084,75,150,0.05405405405405406,0.008,True,True
g001085,3165,5666,0.0011316089578053258,7.201,True,False
g001086,3706,10898,0.0015873882888965117,8.818,True,False
g001087,916,83028,0.19812441835492878,3.229,False,False
g001088,335,456,0.008150862454196085,0.083,True,True
g001089,1822,3610,0.0021761001512419745,2.471,True,True
g001090,12,30,0.45454545454545453,0.001,False,True
g001091,670,1316,0.005871985364656538,0.312,True,True
g001092,200,5850,0.29396984924623115,0.143,False,True
g001093,100,495,0.1,0.018,False,True
g001094,80,350,0.11075949367088607,0.013,False,True
g001095,100,4455,0.9,0.074,False,True
g001096,800,19176,0.06,0.983,False,True
g001097,2733,3997,0.001070640868427157,5.109,True,True
g001098,80,350,0.11075949367088607,0.013,False,True
g001099,69,186,0.0792838874680307,0.009,False,True
g001100,320,51040,1.0,0.444,False,True
g001101,5075,3326193,0.2583395694460895,170.853,False,False
g001102,11,28,0.509090909090909,0.001,False,True
g001103,100,319,0.06444444444444444,0.015,False,True
g001104,935,326489,0.747721833526091,8.040,False,False
g001105,640,204480,1.0,3.399,False,True
g001106,100,495,0.1,0.018,False,True
g001108,80,120,0.0379746835443038,0.009,True,True
g001109,468,822,0.007522099599187393,0.176,False,True
g001110,80,316,0.1,0.011,True,True
g001111,100,495,0.1,0.018,False,True
g001112,100,4455,0.9,0.077,False,True
g001113,150,3350,0.29977628635346754,0.079,False,True
g001114,869,69520,0.18433179723502305,2.862,False,False
g001115,2978,250705,0.05655740349169015,32.756,False,False
g001116,604,77043,0.4230667852789035,1.256,False,False
g001117,2022,978042,0.4786742174526522,39.450,False,False
g001118,802,1620,0.005043570848160497,0.485,False,True
g001120,320,10208,0.2,0.307,False,True
g001121,100,125,0.025252525252525252,0.011,True,True
g001122,953,303092,0.6681509959702664,8.065,False,False
g001123,2641,464249,0.133170688329719,31.294,False,False
g001124,500,12421,0.09956713426853707,0.541,False,True
g001125,16,48,0.4,0.001,False,True
g001126,560,870,0.005558395093278814,0.230,True,True
g001127,2841,545266,0.13516020445092236,35.476,False,False
g001128,204,374,0.0180623973727422,0.041,True,True
g001129,861,127490,0.3443535099802825,3.952,False,False
g001130,11,33,0.6,0.001,False,True
g001131,800,19176,0.06,0.983,False,True
g001132,720,1440,0.005563282336578581,0.266,False,True
g001133,619,872,0.004558976530681599,0.278,True,True
g001134,100,495,0.1,0.016,False,True
g001135,663,1154,0.005258529161141566,0.341,False,True
g001136,5305,5283780,0.3755656108597285,94.729,False,False
g001137,625,2336,0.011979487179487179,0.310,False,True
g001138,2200,7997,0.0033060482037289675,4.994,True,True
g001139,4649,4360762,0.4036144578313253,167.105,False,False
g001140,18,21,0.13725490196078433,0.001,True,True
g001141,640,1280,0.006259780907668232,0.344,True,True
g001142,313,328,0.006717457196690424,0.059,True,True
g001143,6216,6236035,0.3228393029277985,121.974,False,True
g001144,3869,3331209,0.4451913133402275,157.725,False,True
g001145,400,1212,0.01518796992481203,0.155,True,True
g001146,11749,22384,0.00032434174665739196,90.479,False,True
g001147,320,10208,0.2,0.312,False,True
g001148,2840,4200,0.0010418268682188233,5.619,True,True
g001150,1214,1700,0.0023088697267792217,1.026,True,True
g001151,100,495,0.1,0.018,False,True
g001152,937,1144,0.002608798766749674,0.674,True,False
g001153,320,480,0.009404388714733543,0.092,True,True
g001155,500,12500,0.10020040080160321,0.527,False,True
g001156,1000,5726,0.011463463463463464,1.102,False,True
g001157,150,8789,0.7864876957494407,0.161,False,True
g001158,919,33026,0.0782938734676557,1.081,False,False
g001159,5727,1317210,0.08033531260915124,153.014,False,False
g001160,875,1522,0.003980385746976136,0.580,False,True
g001161,120,2128,0.2980392156862745,0.051,False,True
g001162,10000,80288,0.001605920592059206,89.943,True,True
g001163,1000,5736,0.011483483483483483,1.080,False,True
g001164,589,13812,0.07976161602162088,0.745,False,False
g001165,754,1508,0.005312084993359893,0.341,False,True
g001166,495,5940,0.048582995951417005,0.346,False,False
g001167,660,1320,0.006069802731411229,0.232,False,True
g001168,320,51040,1.0,0.608,False,True
g001169,640,204480,1.0,3.400,False,True
g001171,640,4135,0.020222026604068858,0.482,False,True
g001172,320,10208,0.2,0.310,False,True
g001173,266,385,0.010923535253227408,0.060,True,True
g001174,5873,10620,0.0006158975332085919,24.506,True,False
g001175,1000,49617,0.09933333333333333,2.674,False,True
g001176,343,1029,0.017543859649122806,0.135,False,True
g001177,35,315,0.5294117647058824,0.005,False,True
g001178,640,4135,0.020222026604068858,0.480,False,True
g001179,539,15200,0.10483409315060935,0.668,False,False
g001180,640,40896,0.2,1.424,False,True
g001181,839,14263,0.0405727923627685,1.257,False,False
g001182,320,1845,0.03614811912225705,0.131,False,True
g001183,640,4135,0.020222026604068858,0.487,False,True
g001184,40,60,0.07692307692307693,0.004,False,True
g001185,667,1334,0.006006006006006006,0.271,False,True
g001186,160,812,0.06383647798742138,0.040,False,True
g001187,637,1269,0.006264624863007612,0.318,False,True
g001188,11543,18429,0.00027665084437203326,91.848,True,True
g001189,500,2500,0.02004008016032064,0.253,True,True
g001190,6163,10490,0.0005524482753844585,25.597,True,True
g001191,179,293,0.01839181470089762,0.031,True,True
g001192,547,115300,0.772110278508816,2.420,False,False
g001194,80,350,0.11075949367088607,0.013,False,True
g001195,2000,4000,0.002001000500250125,3.894,False,True
g001196,65,84,0.04038461538461539,0.006,True,True
g001197,2206,521026,0.21422753447102624,26.205,False,False
g001198,822,1466,0.004344591931387454,0.506,False,True
g001199,100,2000,0.40404040404040403,0.043,False,True
g001200,1590,442549,0.35032436048145466,15.310,False,False
g001201,6655,12613347,0.5696780456872566,210.843,False,True
g001202,125,375,0.04838709677419355,0.015,False,True
g001203,506,10557,0.08262826282628263,0.512,False,False
g001204,160,12720,1.0,0.130,False,True
g001205,150,8859,0.792751677852349,0.161,False,True
g001206,107,152,0.026803032974783987,0.013,True,True
g001207,84,149,0.04274239816408491,0.008,True,True
g001208,80,160,0.05063291139240506,0.010,True,True
g001209,125,375,0.04838709677419355,0.016,False,True
g001210,80,316,0.1,0.010,False,True
g001212,80,120,0.0379746835443038,0.009,True,True
g001213,893,200657,0.5038114081119218,5.544,False,False
g001214,40,240,0.3076923076923077,0.005,False,True
g001215,640,1280,0.006259780907668232,0.334,True,True
g001216,80,3160,1.0,0.029,False,True
g001217,869,113839,0.30184331797235026,1.987,False,False
g001218,5858,2700538,0.15741847362130784,219.267,False,True
g001219,5607,9599811,0.6108140651106254,476.364,False,False
g001220,640,4135,0.020222026604068858,0.475,False,True
g001221,160,320,0.025157232704402517,0.030,True,True
g001222,311,632,0.013110673166683955,0.088,False,True
g001223,500,2500,0.02004008016032064,0.254,False,True
g001224,100,4455,0.9,0.080,False,True
g001225,3331,7770,0.0014009806864805363,7.934,True,True
g001226,1000,231267,0.462996996996997,4.539,False,False
g001227,80,3160,1.0,0.026,False,True
g001228,2961,5100,0.0011637777595224403,5.982,True,True
g001229,5076,4598976,0.35705365149238955,238.952,False,False
g001230,4119,6696,0.0007895275816437667,11.928,True,True
g001231,5028,2215834,0.1753327576037686,165.342,False,False
g001232,801,148111,0.46226903870162295,4.117,False,False
g001233,29,203,0.5,0.003,False,True
g001234,3978,7956,0.0010057832537088258,15.627,False,False
g001235,100,2475,0.5,0.048,False,True
g001236,650,56550,0.26810477657935283,1.113,False,True
g001237,8000,63874,0.001996312039004876,57.247,False,True
g001238,1000,100000,0.2002002002002002,3.512,False,False
g001239,100,495,0.1,0.018,False,True
g001240,640,4135,0.020222026604068858,0.480,False,True
g001242,3295,3048,0.0005616502345276693,8.974,True,False
g001243,640,4135,0.020222026604068858,0.491,False,True
g001244,5226,93394,0.006840585442313644,21.547,True,False
g001245,640,204480,1.0,3.403,False,True
g001246,542,719,0.004904134069067123,0.221,True,True
g001248,625,2341,0.012005128205128205,0.309,False,True
g001249,100,4950,1.0,0.054,False,True
g001250,880,52790,0.1364929155031544,1.229,False,False
g001251,178,307,0.019488351425125373,0.025,True,True
g001252,92,123,0.029383659818442428,0.010,True,True
g001253,3221,5938,0.0011450477360335223,6.965,True,True
g001254,100,495,0.1,0.016,False,True
g001255,3154,4179037,0.8404667797334865,155.105,False,False
g001256,898,1562,0.003878307548298833,0.610,True,True
g001257,26,130,0.4,0.003,False,True
g001258,320,1845,0.03614811912225705,0.133,False,True
g001259,400,1470,0.018421052631578946,0.158,True,True
g001260,659,207481,0.956967128051621,4.089,False,False
g001261,80,632,0.2,0.018,False,True
